id,name,movie_id,vote_average
80,Crime,9501,6.3
18,Drama,49291,5.9
28,Action,49291,5.9
53,Thriller,49291,5.9
80,Crime,49291,5.9
35,Comedy,4543,7.2
12,Adventure,11046,7.4
18,Drama,11046,7.4
28,Action,11046,7.4
36,History,11046,7.4
10752,War,11046,7.4
9648,Mystery,11707,6.1
53,Thriller,11707,6.1
80,Crime,11707,6.1
18,Drama,11707,6.1
18,Drama,7442,6.1
80,Crime,7442,6.1
53,Thriller,7442,6.1
35,Comedy,14425,6.0
28,Action,6723,5.6
80,Crime,6723,5.6
18,Drama,6723,5.6
53,Thriller,6723,5.6
35,Comedy,13343,6.6
10751,Family,13343,6.6
9648,Mystery,13343,6.6
10749,Romance,13343,6.6
28,Action,16969,5.1
35,Comedy,16969,5.1
80,Crime,16969,5.1
35,Comedy,11338,6.4
18,Drama,11338,6.4
53,Thriller,11338,6.4
35,Comedy,13339,6.6
12,Adventure,28761,6.5
18,Drama,28761,6.5
28,Action,28761,6.5
18,Drama,25237,8.1
36,History,25237,8.1
10752,War,25237,8.1
80,Crime,41780,5.8
35,Comedy,41780,5.8
18,Drama,9871,6.6
27,Horror,9871,6.6
35,Comedy,33258,4.8
18,Drama,33258,4.8
10752,War,33258,4.8
10749,Romance,71940,5.9
18,Drama,71940,5.9
37,Western,71940,5.9
80,Crime,26850,6.1
18,Drama,26850,6.1
53,Thriller,26850,6.1
18,Drama,70709,3.0
28,Action,70709,3.0
53,Thriller,70709,3.0
80,Crime,70709,3.0
878,Science Fiction,36855,6.0
35,Comedy,36855,6.0
10751,Family,36855,6.0
35,Comedy,20238,6.2
10751,Family,20238,6.2
37,Western,20238,6.2
35,Comedy,33783,3.4
18,Drama,163549,7.8
80,Crime,163549,7.8
53,Thriller,163549,7.8
35,Comedy,47898,4.1
53,Thriller,47898,4.1
9648,Mystery,47898,4.1
18,Drama,19171,7.1
53,Thriller,19171,7.1
35,Comedy,48345,4.7
18,Drama,11364,6.6
18,Drama,38135,5.3
14,Fantasy,55950,6.5
35,Comedy,55950,6.5
878,Science Fiction,55950,6.5
10749,Romance,55950,6.5
12,Adventure,39916,5.4
878,Science Fiction,39916,5.4
27,Horror,39916,5.4
10749,Romance,39916,5.4
878,Science Fiction,31634,4.1
53,Thriller,31634,4.1
18,Drama,43739,6.1
10749,Romance,43739,6.1
28,Action,45203,5.5
80,Crime,45203,5.5
18,Drama,45203,5.5
35,Comedy,14874,6.1
10749,Romance,14874,6.1
18,Drama,14874,6.1
9648,Mystery,32082,6.7
35,Comedy,32082,6.7
18,Drama,32082,6.7
35,Comedy,25269,5.5
18,Drama,25269,5.5
18,Drama,29449,6.7
14,Fantasy,29449,6.7
27,Horror,29449,6.7
18,Drama,37943,5.8
28,Action,37943,5.8
53,Thriller,37943,5.8
18,Drama,33633,5.8
18,Drama,86763,6.1
18,Drama,78146,4.8
35,Comedy,78146,4.8
80,Crime,78146,4.8
9648,Mystery,78146,4.8
53,Thriller,78146,4.8
18,Drama,88641,8.5
35,Comedy,88641,8.5
27,Horror,30315,5.6
878,Science Fiction,30315,5.6
14,Fantasy,13765,6.5
18,Drama,13765,6.5
10751,Family,13765,6.5
35,Comedy,12772,5.1
18,Drama,12772,5.1
10749,Romance,12772,5.1
18,Drama,47866,5.8
10749,Romance,47866,5.8
80,Crime,18900,7.4
18,Drama,18900,7.4
35,Comedy,73265,5.2
28,Action,17744,7.0
18,Drama,17744,7.0
53,Thriller,17744,7.0
10752,War,17744,7.0
18,Drama,62124,7.2
18,Drama,3087,7.4
10402,Music,3087,7.4
28,Action,14282,7.4
16,Animation,14282,7.4
14,Fantasy,14282,7.4
18,Drama,11502,7.1
35,Comedy,29451,7.7
18,Drama,29451,7.7
14,Fantasy,29451,7.7
18,Drama,21219,5.7
28,Action,21219,5.7
53,Thriller,21219,5.7
80,Crime,21219,5.7
18,Drama,116094,5.8
10749,Romance,116094,5.8
53,Thriller,2116,6.1
80,Crime,2116,6.1
18,Drama,2116,6.1
35,Comedy,1584,6.8
10402,Music,1584,6.8
10402,Music,28236,8.0
18,Drama,40945,6.7
53,Thriller,40945,6.7
80,Crime,19555,5.1
35,Comedy,19555,5.1
18,Drama,2056,7.4
35,Comedy,2056,7.4
80,Crime,4997,6.2
18,Drama,4997,6.2
9648,Mystery,4997,6.2
53,Thriller,4997,6.2
99,Documentary,8439,7.7
10769,Foreign,8439,7.7
53,Thriller,322,7.6
80,Crime,322,7.6
18,Drama,322,7.6
9648,Mystery,322,7.6
35,Comedy,21765,4.6
10751,Family,21765,4.6
878,Science Fiction,21765,4.6
27,Horror,11059,2.8
28,Action,11059,2.8
53,Thriller,11059,2.8
80,Crime,11775,5.8
35,Comedy,11775,5.8
10749,Romance,11775,5.8
28,Action,24,7.7
80,Crime,24,7.7
35,Comedy,54973,5.0
10749,Romance,54973,5.0
18,Drama,10930,5.7
35,Comedy,21059,5.0
18,Drama,49475,6.5
18,Drama,11329,6.9
53,Thriller,11329,6.9
27,Horror,9373,6.1
35,Comedy,1550,6.4
18,Drama,1550,6.4
28,Action,5493,6.7
12,Adventure,5493,6.7
878,Science Fiction,5493,6.7
18,Drama,28200,5.6
10749,Romance,28200,5.6
18,Drama,10629,6.8
80,Crime,10629,6.8
53,Thriller,10629,6.8
9648,Mystery,10944,4.7
53,Thriller,10944,4.7
18,Drama,9839,6.7
10749,Romance,9839,6.7
12,Adventure,9839,6.7
10752,War,9839,6.7
18,Drama,13920,6.8
35,Comedy,4256,5.8
12,Adventure,10009,6.9
16,Animation,10009,6.9
10751,Family,10009,6.9
18,Drama,1807,7.0
80,Crime,1807,7.0
18,Drama,33343,7.4
35,Comedy,30141,5.9
10402,Music,30141,5.9
9648,Mystery,30141,5.9
80,Crime,30141,5.9
28,Action,10536,7.1
80,Crime,10536,7.1
35,Comedy,10536,7.1
53,Thriller,10536,7.1
27,Horror,14157,4.3
9648,Mystery,14157,4.3
878,Science Fiction,14157,4.3
53,Thriller,14157,4.3
18,Drama,67809,7.2
99,Documentary,42044,8.7
18,Drama,37922,6.6
35,Comedy,37922,6.6
53,Thriller,37922,6.6
80,Crime,1376,6.5
18,Drama,1376,6.5
28,Action,31397,2.9
10751,Family,31397,2.9
878,Science Fiction,31397,2.9
28,Action,50374,6.8
18,Drama,50374,6.8
53,Thriller,50374,6.8
18,Drama,96171,3.8
28,Action,96171,3.8
80,Crime,96171,3.8
12,Adventure,20312,7.1
35,Comedy,20312,7.1
18,Drama,20312,7.1
14,Fantasy,20312,7.1
9648,Mystery,20312,7.1
18,Drama,59809,5.6
53,Thriller,59809,5.6
18,Drama,135890,5.7
9648,Mystery,135890,5.7
18,Drama,64945,5.9
35,Comedy,2348,4.6
27,Horror,44591,5.1
878,Science Fiction,44591,5.1
27,Horror,10389,6.4
12,Adventure,18979,6.0
27,Horror,18979,6.0
18,Drama,31206,6.4
10402,Music,31206,6.4
35,Comedy,28658,6.5
10402,Music,28658,6.5
10749,Romance,28658,6.5
27,Horror,3117,6.3
878,Science Fiction,3117,6.3
35,Comedy,20684,6.5
10749,Romance,27450,4.5
18,Drama,27450,4.5
80,Crime,27450,4.5
12,Adventure,26643,4.2
14,Fantasy,26643,4.2
18,Drama,26643,4.2
28,Action,26643,4.2
10751,Family,26643,4.2
18,Drama,62327,5.3
10749,Romance,62327,5.3
18,Drama,897,7.9
37,Western,42522,6.8
18,Drama,11657,7.6
53,Thriller,11657,7.6
80,Crime,11657,7.6
18,Drama,224,5.8
36,History,224,5.8
18,Drama,27117,7.3
9648,Mystery,27117,7.3
53,Thriller,27117,7.3
18,Drama,50553,7.2
9648,Mystery,50553,7.2
53,Thriller,50553,7.2
18,Drama,44383,7.4
28,Action,44383,7.4
53,Thriller,44383,7.4
9648,Mystery,44383,7.4
35,Comedy,78331,6.8
10749,Romance,78331,6.8
18,Drama,10922,6.1
53,Thriller,10922,6.1
10749,Romance,10922,6.1
35,Comedy,43708,6.6
35,Comedy,240177,6.0
80,Crime,240177,6.0
99,Documentary,51707,7.4
28,Action,30349,2.8
35,Comedy,30349,2.8
18,Drama,30349,2.8
10749,Romance,30349,2.8
53,Thriller,30349,2.8
18,Drama,13537,6.6
36,History,13537,6.6
27,Horror,28446,0.0
53,Thriller,28446,0.0
12,Adventure,605,6.4
28,Action,605,6.4
53,Thriller,605,6.4
878,Science Fiction,605,6.4
99,Documentary,33222,7.6
35,Comedy,10719,6.4
10751,Family,10719,6.4
14,Fantasy,10719,6.4
10402,Music,266741,0.0
10749,Romance,266741,0.0
28,Action,23995,0.0
12,Adventure,23995,0.0
99,Documentary,23995,0.0
10749,Romance,1277,7.8
18,Drama,1277,7.8
18,Drama,1836,6.3
27,Horror,1836,6.3
35,Comedy,508,7.0
10749,Romance,508,7.0
18,Drama,508,7.0
18,Drama,197563,6.0
35,Comedy,11846,6.2
10749,Romance,11846,6.2
99,Documentary,50314,7.0
16,Animation,10715,5.6
35,Comedy,10715,5.6
10751,Family,10715,5.6
12,Adventure,8619,6.9
10402,Music,21525,8.0
99,Documentary,21525,8.0
35,Comedy,14892,6.1
18,Drama,14892,6.1
9648,Mystery,14892,6.1
878,Science Fiction,14892,6.1
53,Thriller,12146,6.1
37,Western,12146,6.1
12,Adventure,12146,6.1
35,Comedy,10588,4.9
14,Fantasy,10588,4.9
10751,Family,10588,4.9
27,Horror,4970,5.8
53,Thriller,4970,5.8
18,Drama,470,7.2
80,Crime,470,7.2
53,Thriller,470,7.2
35,Comedy,11042,6.7
80,Crime,11042,6.7
18,Drama,11042,6.7
18,Drama,44708,7.2
10749,Romance,44708,7.2
18,Drama,10147,6.4
35,Comedy,10147,6.4
80,Crime,10147,6.4
53,Thriller,10756,5.1
14,Fantasy,10756,5.1
35,Comedy,10756,5.1
10751,Family,10756,5.1
9648,Mystery,10756,5.1
28,Action,9562,5.4
12,Adventure,9562,5.4
878,Science Fiction,9562,5.4
16,Animation,36068,5.7
35,Comedy,36068,5.7
18,Drama,11012,6.7
10749,Romance,11012,6.7
99,Documentary,279714,5.0
99,Documentary,30068,6.7
80,Crime,40913,5.5
18,Drama,40913,5.5
28,Action,9556,6.2
878,Science Fiction,9556,6.2
80,Crime,9556,6.2
35,Comedy,13581,6.8
27,Horror,13581,6.8
9648,Mystery,13581,6.8
53,Thriller,13581,6.8
28,Action,1702,5.8
27,Horror,1702,5.8
878,Science Fiction,1702,5.8
53,Thriller,1702,5.8
53,Thriller,19184,6.4
28,Action,19184,6.4
878,Science Fiction,19184,6.4
35,Comedy,24203,6.9
10749,Romance,24203,6.9
53,Thriller,9065,7.3
18,Drama,9065,7.3
18,Drama,44479,8.0
18,Drama,4823,5.4
53,Thriller,4823,5.4
10749,Romance,4823,5.4
35,Comedy,10168,6.4
80,Crime,10168,6.4
18,Drama,10234,7.3
27,Horror,10234,7.3
53,Thriller,10234,7.3
27,Horror,38939,7.2
53,Thriller,10952,6.3
80,Crime,10952,6.3
18,Drama,10952,6.3
35,Comedy,14022,6.4
53,Thriller,860,7.0
878,Science Fiction,860,7.0
10751,Family,41521,6.0
35,Comedy,41521,6.0
18,Drama,48035,7.8
18,Drama,5000,7.8
36,History,5000,7.8
18,Drama,22744,6.6
10749,Romance,22744,6.6
28,Action,17831,6.5
18,Drama,17831,6.5
18,Drama,780,8.2
36,History,780,8.2
12,Adventure,31510,7.3
18,Drama,31510,7.3
18,Drama,234,7.7
27,Horror,234,7.7
53,Thriller,234,7.7
80,Crime,234,7.7
18,Drama,899,6.9
10749,Romance,899,6.9
53,Thriller,8289,6.4
80,Crime,8289,6.4
18,Drama,8289,6.4
53,Thriller,11583,6.6
12,Adventure,11583,6.6
18,Drama,11583,6.6
80,Crime,11583,6.6
12,Adventure,11002,6.0
18,Drama,11002,6.0
28,Action,11002,6.0
10749,Romance,11002,6.0
35,Comedy,6472,5.9
18,Drama,6472,5.9
53,Thriller,6472,5.9
35,Comedy,5143,7.6
18,Drama,5143,7.6
28,Action,11384,6.1
35,Comedy,11384,6.1
80,Crime,11384,6.1
28,Action,5227,3.7
12,Adventure,5227,3.7
35,Comedy,5227,3.7
14,Fantasy,5227,3.7
878,Science Fiction,5227,3.7
28,Action,8010,4.5
14,Fantasy,8010,4.5
878,Science Fiction,8010,4.5
80,Crime,10410,6.1
36,History,10410,6.1
18,Drama,47095,6.7
35,Comedy,10407,5.6
10749,Romance,10407,5.6
28,Action,9292,5.4
12,Adventure,9292,5.4
35,Comedy,9292,5.4
27,Horror,11850,7.1
9648,Mystery,11850,7.1
878,Science Fiction,11850,7.1
53,Thriller,11850,7.1
18,Drama,48745,6.5
35,Comedy,2297,6.6
18,Drama,2297,6.6
9648,Mystery,2297,6.6
35,Comedy,951,5.8
35,Comedy,10804,5.3
10751,Family,10804,5.3
9648,Mystery,5765,5.7
53,Thriller,5765,5.7
28,Action,9319,6.5
53,Thriller,9319,6.5
18,Drama,1643,7.1
10749,Romance,1643,7.1
18,Drama,2007,6.6
18,Drama,10995,6.5
10749,Romance,10995,6.5
18,Drama,8047,6.7
53,Thriller,8047,6.7
14,Fantasy,2612,6.1
35,Comedy,2612,6.1
878,Science Fiction,2612,6.1
10749,Romance,2612,6.1
53,Thriller,3112,7.9
80,Crime,3112,7.9
28,Action,10413,5.5
12,Adventure,10413,5.5
18,Drama,10413,5.5
53,Thriller,10413,5.5
35,Comedy,2611,6.2
10749,Romance,2611,6.2
28,Action,1825,5.7
18,Drama,1825,5.7
28,Action,10538,5.6
12,Adventure,10538,5.6
53,Thriller,10538,5.6
18,Drama,11092,6.6
53,Thriller,11092,6.6
80,Crime,11092,6.6
9648,Mystery,11092,6.6
18,Drama,18410,6.2
18,Drama,14904,6.3
35,Comedy,19065,5.5
80,Crime,19065,5.5
9648,Mystery,19065,5.5
18,Drama,3176,7.3
53,Thriller,3176,7.3
12,Adventure,3176,7.3
35,Comedy,9261,6.8
18,Drama,9261,6.8
10749,Romance,9261,6.8
36,History,5336,6.4
10752,War,5336,6.4
18,Drama,5336,6.4
27,Horror,5336,6.4
18,Drama,23908,6.9
36,History,23908,6.9
35,Comedy,14671,6.3
28,Action,11509,7.1
80,Crime,11509,7.1
18,Drama,11509,7.1
37,Western,11509,7.1
35,Comedy,10729,6.3
80,Crime,10729,6.3
27,Horror,29437,6.4
18,Drama,20763,6.6
28,Action,2047,5.8
80,Crime,2047,5.8
18,Drama,2047,5.8
53,Thriller,2047,5.8
53,Thriller,14249,6.0
18,Drama,14249,6.0
10749,Romance,14249,6.0
80,Crime,14249,6.0
35,Comedy,10021,6.2
35,Comedy,11634,7.1
10749,Romance,11634,7.1
18,Drama,11634,7.1
28,Action,14746,6.6
53,Thriller,14746,6.6
10402,Music,14746,6.6
35,Comedy,11824,6.0
14,Fantasy,11824,6.0
10749,Romance,11824,6.0
35,Comedy,8222,7.2
18,Drama,8222,7.2
10749,Romance,8222,7.2
18,Drama,20067,6.4
10749,Romance,20067,6.4
28,Action,12395,6.0
12,Adventure,12395,6.0
80,Crime,12395,6.0
9648,Mystery,12395,6.0
53,Thriller,12395,6.0
28,Action,9846,6.8
80,Crime,9846,6.8
53,Thriller,9846,6.8
28,Action,23719,5.8
35,Comedy,23719,5.8
18,Drama,11986,7.5
10749,Romance,11986,7.5
18,Drama,1626,7.6
35,Comedy,483,7.0
80,Crime,483,7.0
53,Thriller,483,7.0
12,Adventure,10166,6.7
14,Fantasy,10166,6.7
27,Horror,10166,6.7
14,Fantasy,6069,6.2
27,Horror,6069,6.2
35,Comedy,6069,6.2
28,Action,11018,6.5
80,Crime,11018,6.5
18,Drama,11018,6.5
53,Thriller,11018,6.5
28,Action,11676,6.3
12,Adventure,11676,6.3
35,Comedy,11676,6.3
35,Comedy,28293,6.6
10402,Music,28293,6.6
10749,Romance,28293,6.6
35,Comedy,28292,7.1
10402,Music,28292,7.1
10749,Romance,28292,7.1
35,Comedy,3681,6.0
10749,Romance,3681,6.0
18,Drama,43875,6.6
36,History,43875,6.6
35,Comedy,31798,6.1
10402,Music,31798,6.1
10749,Romance,31798,6.1
18,Drama,43436,7.6
10751,Family,43436,7.6
10749,Romance,43436,7.6
35,Comedy,20325,7.1
10402,Music,20325,7.1
10749,Romance,20325,7.1
18,Drama,17687,7.3
28,Action,17687,7.3
80,Crime,17687,7.3
14,Fantasy,19075,5.2
35,Comedy,19075,5.2
878,Science Fiction,19075,5.2
10749,Romance,19075,5.2
35,Comedy,41465,6.4
10751,Family,41465,6.4
18,Drama,17641,7.3
10751,Family,17641,7.3
18,Drama,12545,7.1
36,History,12545,7.1
10402,Music,12545,7.1
18,Drama,27972,7.0
10749,Romance,27972,7.0
18,Drama,898,7.0
12,Adventure,2000,7.5
18,Drama,2000,7.5
36,History,2000,7.5
18,Drama,648,7.8
14,Fantasy,648,7.8
10749,Romance,648,7.8
18,Drama,618,6.4
36,History,618,6.4
10752,War,618,6.4
18,Drama,44162,7.4
35,Comedy,19120,7.4
18,Drama,19120,7.4
14,Fantasy,19120,7.4
18,Drama,4024,7.6
10749,Romance,4024,7.6
10752,War,11316,7.0
18,Drama,11316,7.0
36,History,11316,7.0
37,Western,3089,7.3
10749,Romance,29845,7.8
18,Drama,29845,7.8
12,Adventure,995,7.6
37,Western,995,7.6
35,Comedy,1594,7.2
80,Crime,1594,7.2
28,Action,32318,7.3
35,Comedy,32318,7.3
28,Action,11839,7.7
12,Adventure,11839,7.7
35,Comedy,11839,7.7
10751,Family,11839,7.7
28,Action,916,7.0
80,Crime,916,7.0
18,Drama,916,7.0
53,Thriller,916,7.0
18,Drama,31509,6.2
28,Action,31509,6.2
10749,Romance,31509,6.2
18,Drama,1976,7.2
10749,Romance,1976,7.2
10749,Romance,31685,7.6
18,Drama,31685,7.6
27,Horror,31685,7.6
10402,Music,3062,6.1
35,Comedy,3062,6.1
10749,Romance,3062,6.1
35,Comedy,34456,6.3
10749,Romance,34456,6.3
35,Comedy,12708,6.2
10749,Romance,12708,6.2
18,Drama,42045,6.9
10749,Romance,42045,6.9
10402,Music,42045,6.9
35,Comedy,11610,7.4
18,Drama,11610,7.4
10749,Romance,11610,7.4
35,Comedy,4939,5.9
10749,Romance,4939,5.9
18,Drama,25016,6.9
35,Comedy,25016,6.9
10749,Romance,25016,6.9
18,Drama,15927,6.8
12,Adventure,15927,6.8
36,History,15927,6.8
18,Drama,40423,7.3
14,Fantasy,40423,7.3
10402,Music,40423,7.3
10749,Romance,40423,7.3
35,Comedy,7857,7.8
18,Drama,7857,7.8
18,Drama,79,7.3
12,Adventure,79,7.3
28,Action,79,7.3
36,History,79,7.3
35,Comedy,13912,6.6
10749,Romance,13912,6.6
18,Drama,70881,6.6
10749,Romance,70881,6.6
10749,Romance,987,6.9
18,Drama,987,6.9
35,Comedy,987,6.9
53,Thriller,65869,6.0
10749,Romance,65869,6.0
18,Drama,37749,6.8
53,Thriller,37749,6.8
99,Documentary,30140,7.3
10769,Foreign,30140,7.3
18,Drama,33302,6.5
35,Comedy,33302,6.5
18,Drama,46932,6.4
53,Thriller,46932,6.4
12,Adventure,81,7.7
16,Animation,81,7.7
14,Fantasy,81,7.7
18,Drama,70423,6.3
35,Comedy,11821,5.9
10749,Romance,11821,5.9
28,Action,10023,5.7
35,Comedy,10023,5.7
80,Crime,10023,5.7
35,Comedy,51036,5.7
28,Action,11519,5.6
35,Comedy,11519,5.6
18,Drama,72087,5.3
18,Drama,42238,6.0
35,Comedy,42238,6.0
10752,War,42238,6.0
35,Comedy,15659,6.3
9648,Mystery,15659,6.3
53,Thriller,15659,6.3
53,Thriller,18857,6.7
28,Action,18857,6.7
80,Crime,18857,6.7
18,Drama,18857,6.7
18,Drama,33517,6.7
10749,Romance,33517,6.7
27,Horror,27425,7.1
18,Drama,27425,7.1
18,Drama,38953,7.6
10749,Romance,38953,7.6
80,Crime,74544,5.6
18,Drama,74544,5.6
28,Action,41785,6.8
18,Drama,41785,6.8
10769,Foreign,41785,6.8
9648,Mystery,42740,6.9
18,Drama,42740,6.9
53,Thriller,42740,6.9
27,Horror,20126,7.6
9648,Mystery,20126,7.6
53,Thriller,20126,7.6
18,Drama,827,7.9
27,Horror,827,7.9
53,Thriller,827,7.9
35,Comedy,11811,5.1
27,Horror,11811,5.1
53,Thriller,11811,5.1
16,Animation,20043,6.7
878,Science Fiction,20043,6.7
35,Comedy,16814,5.5
10749,Romance,16814,5.5
27,Horror,4368,3.4
35,Comedy,25431,7.2
18,Drama,25431,7.2
10749,Romance,25431,7.2
35,Comedy,17685,6.8
18,Drama,17685,6.8
10752,War,17685,6.8
80,Crime,2742,7.0
18,Drama,2742,7.0
99,Documentary,22010,7.0
18,Drama,51145,6.5
53,Thriller,32040,7.1
80,Crime,32040,7.1
18,Drama,32040,7.1
28,Action,48129,5.5
53,Thriller,48129,5.5
18,Drama,48129,5.5
18,Drama,3596,6.7
878,Science Fiction,3596,6.7
35,Comedy,120637,5.9
10749,Romance,120637,5.9
10769,Foreign,120637,5.9
18,Drama,24134,6.5
10749,Romance,24134,6.5
18,Drama,18904,6.5
10749,Romance,18904,6.5
35,Comedy,37719,7.6
14,Fantasy,47364,3.0
878,Science Fiction,47364,3.0
80,Crime,9063,6.7
18,Drama,9063,6.7
878,Science Fiction,9063,6.7
53,Thriller,9063,6.7
18,Drama,1818,7.2
53,Thriller,1818,7.2
80,Crime,1818,7.2
35,Comedy,255,7.4
18,Drama,255,7.4
10749,Romance,255,7.4
18,Drama,10744,6.7
10749,Romance,10744,6.7
18,Drama,10511,6.9
10749,Romance,10511,6.9
99,Documentary,180399,7.0
99,Documentary,22289,6.2
10749,Romance,10028,6.0
10402,Music,10028,6.0
10751,Family,10028,6.0
18,Drama,616,7.3
28,Action,616,7.3
10752,War,616,7.3
36,History,616,7.3
18,Drama,96393,6.1
12,Adventure,587,7.6
14,Fantasy,587,7.6
18,Drama,587,7.6
35,Comedy,21542,5.4
18,Drama,21542,5.4
10751,Family,21542,5.4
10749,Romance,21542,5.4
18,Drama,6964,6.3
35,Comedy,6964,6.3
10749,Romance,6964,6.3
35,Comedy,1792,5.1
18,Drama,3635,6.4
10749,Romance,3635,6.4
18,Drama,41488,5.9
53,Thriller,41488,5.9
12,Adventure,122,8.1
14,Fantasy,122,8.1
28,Action,122,8.1
18,Drama,11820,6.5
10749,Romance,11820,6.5
35,Comedy,8696,6.6
10752,War,12698,7.6
99,Documentary,12698,7.6
36,History,12698,7.6
28,Action,19187,5.9
35,Comedy,19187,5.9
18,Drama,11093,7.0
35,Comedy,47952,4.8
18,Drama,47952,4.8
10769,Foreign,47952,4.8
10752,War,47952,4.8
80,Crime,504,7.0
18,Drama,504,7.0
35,Comedy,11007,6.0
18,Drama,2289,6.7
28,Action,9620,5.9
12,Adventure,9620,5.9
9648,Mystery,9620,5.9
878,Science Fiction,9620,5.9
53,Thriller,9620,5.9
12,Adventure,10601,6.9
14,Fantasy,10601,6.9
10751,Family,10601,6.9
18,Drama,52036,5.7
12,Adventure,42418,5.4
18,Drama,42418,5.4
10751,Family,42418,5.4
18,Drama,13433,6.6
10749,Romance,13433,6.6
18,Drama,35712,6.1
35,Comedy,14844,6.1
10749,Romance,14844,6.1
35,Comedy,26710,4.3
99,Documentary,37088,7.6
18,Drama,37088,7.6
18,Drama,31026,6.7
35,Comedy,5966,5.8
10749,Romance,5966,5.8
16,Animation,24034,5.5
18,Drama,24034,5.5
10751,Family,24034,5.5
10402,Music,24034,5.5
28,Action,10718,4.7
18,Drama,40427,6.8
18,Drama,14757,6.3
18,Drama,11034,6.2
10749,Romance,11034,6.2
18,Drama,25095,6.8
10749,Romance,25095,6.8
80,Crime,26983,6.6
18,Drama,26983,6.6
10752,War,30080,5.4
18,Drama,30080,5.4
10749,Romance,30080,5.4
35,Comedy,52867,4.9
18,Drama,52867,4.9
35,Comedy,42599,5.9
10749,Romance,42599,5.9
18,Drama,65012,6.1
10749,Romance,65012,6.1
28,Action,44801,6.9
35,Comedy,44801,6.9
878,Science Fiction,44801,6.9
80,Crime,27465,5.3
35,Comedy,27465,5.3
9648,Mystery,27465,5.3
35,Comedy,83726,3.2
35,Comedy,24782,5.5
10749,Romance,24782,5.5
28,Action,31395,3.0
35,Comedy,31395,3.0
35,Comedy,34151,5.8
28,Action,15797,6.8
28,Action,9548,6.2
35,Comedy,9548,6.2
53,Thriller,9548,6.2
80,Crime,9548,6.2
9648,Mystery,9548,6.2
18,Drama,1937,7.0
18,Drama,26712,7.4
28,Action,26712,7.4
80,Crime,26712,7.4
18,Drama,1882,6.5
28,Action,70627,5.9
18,Drama,70627,5.9
53,Thriller,70627,5.9
10749,Romance,17258,5.4
35,Comedy,17258,5.4
80,Crime,17258,5.4
18,Drama,17258,5.4
35,Comedy,34681,3.8
18,Drama,118910,7.4
10752,War,118910,7.4
28,Action,6277,6.1
35,Comedy,6277,6.1
35,Comedy,11429,5.6
27,Horror,11429,5.6
878,Science Fiction,11429,5.6
18,Drama,47072,5.5
10769,Foreign,47072,5.5
53,Thriller,47072,5.5
12,Adventure,33642,6.2
18,Drama,33642,6.2
28,Action,33642,6.2
53,Thriller,33642,6.2
80,Crime,33642,6.2
28,Action,14815,6.7
12,Adventure,14815,6.7
18,Drama,14815,6.7
36,History,14815,6.7
35,Comedy,427,7.3
35,Comedy,43049,6.0
18,Drama,43049,6.0
10749,Romance,43049,6.0
18,Drama,3022,6.6
27,Horror,3022,6.6
878,Science Fiction,3022,6.6
35,Comedy,778,7.3
10751,Family,778,7.3
18,Drama,3088,7.5
37,Western,3088,7.5
35,Comedy,23152,6.6
18,Drama,23152,6.6
10749,Romance,23152,6.6
35,Comedy,23567,6.7
10749,Romance,23567,6.7
10752,War,23567,6.7
35,Comedy,102057,5.4
35,Comedy,52367,4.9
10749,Romance,52367,4.9
10752,War,52367,4.9
10752,War,22584,7.6
28,Action,22584,7.6
12,Adventure,22584,7.6
18,Drama,22584,7.6
10749,Romance,22584,7.6
53,Thriller,22584,7.6
12,Adventure,27725,7.0
18,Drama,27725,7.0
53,Thriller,27725,7.0
80,Crime,27725,7.0
80,Crime,16227,7.2
18,Drama,16227,7.2
10749,Romance,16227,7.2
53,Thriller,16227,7.2
28,Action,980,7.9
18,Drama,980,7.9
37,Western,980,7.9
80,Crime,16933,6.7
18,Drama,16933,6.7
53,Thriller,16933,6.7
10749,Romance,42094,6.0
35,Comedy,42094,6.0
35,Comedy,26884,6.0
10749,Romance,26884,6.0
35,Comedy,37833,4.1
18,Drama,37833,4.1
80,Crime,18995,7.2
18,Drama,18995,7.2
9648,Mystery,18995,7.2
18,Drama,43759,6.1
35,Comedy,43759,6.1
10751,Family,43759,6.1
99,Documentary,5205,7.0
28,Action,2017,5.2
80,Crime,2017,5.2
18,Drama,2017,5.2
9648,Mystery,2017,5.2
53,Thriller,2017,5.2
35,Comedy,38606,7.0
10751,Family,38606,7.0
16,Animation,14239,4.9
35,Comedy,14239,4.9
14,Fantasy,14239,4.9
18,Drama,55448,5.1
28,Action,55448,5.1
35,Comedy,55448,5.1
53,Thriller,55448,5.1
80,Crime,55448,5.1
28,Action,21779,6.5
35,Comedy,21779,6.5
53,Thriller,21779,6.5
35,Comedy,71189,4.9
18,Drama,67794,5.9
10749,Romance,67794,5.9
18,Drama,73515,4.4
18,Drama,405,7.5
28,Action,9696,7.0
35,Comedy,9696,7.0
80,Crime,9696,7.0
18,Drama,4917,6.5
878,Science Fiction,4917,6.5
35,Comedy,4917,6.5
18,Drama,37774,6.2
10749,Romance,37774,6.2
10752,War,5055,7.5
18,Drama,5055,7.5
18,Drama,40140,6.8
878,Science Fiction,40140,6.8
53,Thriller,40140,6.8
28,Action,42040,6.1
12,Adventure,42040,6.1
18,Drama,42040,6.1
10752,War,29933,7.3
18,Drama,29933,7.3
28,Action,35888,3.6
53,Thriller,35888,3.6
18,Drama,3059,7.4
